university_id,year,num_students,student_staff_ratio,pct_international_students,pct_female_students
23,2012,42056,6.8,19,55.0
1035,2012,35691,15.5,13,62.0
1032,2012,9666,10.5,54,27.0
76,2012,34938,15.3,34,52.0
66,2012,8653,10.1,19,
111,2012,40148,8.3,14,
1046,2012,44501,12.4,12,46.0
17,2012,22809,5.6,7,
187,2012,3055,10.1,4,20.0
62,2012,24789,8.6,17,58.0
44,2012,36534,12.9,20,52.0
1040,2012,21394,11.4,37,61.0
1037,2012,51462,13.4,12,49.0
94,2012,41868,20.2,28,57.0
1036,2012,26485,5.8,10,51.0
1030,2012,2400,7.9,20,46.0
88,2012,26583,6.5,19,57.0
292,2012,11385,23.8,36,
61,2012,2429,4.8,30,18.0
1034,2012,56959,13.0,11,49.0
145,2012,23823,19.3,15,53.0
98,2012,17906,14.0,25,53.0
1048,2012,42503,41.9,18,54.0
99,2012,30779,15.4,7,59.0
170,2012,25581,25.6,12,51.0
59,2012,12161,3.6,10,52.0
114,2012,39763,13.7,10,32.0
57,2012,6333,9.0,26,44.0
1042,2012,28881,24.5,17,55.0
1041,2012,34718,32.7,27,53.0
81,2012,12338,4.5,18,56.0
1051,2012,9248,17.0,21,56.0
86,2012,10410,10.0,14,54.0
46,2012,29325,16.1,8,45.0
85,2012,21222,17.1,10,59.0
125,2012,28251,11.5,15,
1044,2012,37032,17.3,8,51.0
53,2012,9390,4.5,26,49.0
265,2012,15489,15.7,24,54.0
1050,2012,27862,8.7,18,48.0
324,2012,8338,12.7,47,56.0
47,2012,26614,16.1,16,52.0
131,2012,25266,18.2,12,57.0
90,2012,35565,31.5,20,33.0
112,2012,11829,13.8,10,44.0
58,2012,6178,6.6,16,47.0
89,2012,23505,15.1,6,66.0
130,2012,24570,14.4,11,53.0
78,2012,9259,6.4,17,48.0
134,2012,9027,10.0,9,20.0
68,2012,31331,8.4,9,48.0
123,2012,44750,15.7,15,51.0
50,2012,36429,12.7,8,52.0
1045,2012,39256,18.1,22,42.0
191,2012,12001,17.4,35,54.0
108,2012,36299,21.6,23,55.0
179,2012,23311,15.5,31,50.0
142,2012,22616,16.0,29,57.0
268,2012,20040,12.1,18,53.0
276,2012,15920,19.4,25,26.0
139,2012,38264,20.3,25,57.0
141,2012,32166,34.1,9,57.0
542,2012,8747,15.9,37,57.0
117,2012,9586,7.3,13,13.0
160,2012,29987,52.5,16,
165,2012,17404,22.7,1,53.0
157,2012,12551,17.3,24,54.0
202,2012,14708,22.5,14,54.0
38,2012,25674,16.9,9,45.0
105,2012,21908,10.9,24,50.0
354,2012,8176,16.0,14,19.0
195,2012,11964,13.1,22,
171,2012,50882,40.5,36,56.0
1039,2012,15521,18.0,25,57.0
32,2012,23144,7.8,9,31.0
79,2012,17200,5.0,7,25.0
22,2012,17612,10.7,5,55.0
1052,2012,62468,13.6,13,53.0
75,2012,26389,13.9,10,
127,2012,23895,13.6,14,54.0
55,2012,50095,18.7,9,54.0
80,2012,83236,29.9,9,50.0
215,2012,14260,14.0,40,52.0
150,2012,20925,13.5,29,53.0
65,2012,15668,15.0,39,61.0
450,2012,11512,14.9,33,52.0
188,2012,31715,23.7,8,62.0
154,2012,27703,14.7,21,58.0
133,2012,24556,25.6,12,52.0
181,2012,20541,12.0,16,56.0
93,2012,27545,4.1,19,67.0
84,2012,23845,10.2,12,52.0
126,2012,15408,8.5,14,53.0
206,2012,34651,20.5,25,67.0
97,2012,30144,15.0,27,54.0
132,2012,27526,11.6,11,52.0
463,2012,2218,8.0,14,49.0
223,2012,20626,22.0,12,51.0
244,2012,6671,15.0,16,30.0
351,2012,14992,14.7,28,58.0
230,2012,20174,15.2,29,50.0
1038,2012,7867,11.8,7,54.0
146,2012,25295,16.4,23,54.0
625,2012,9454,17.2,38,55.0
237,2012,5495,12.6,22,55.0
203,2012,17916,10.2,22,53.0
161,2012,33062,39.3,20,58.0
277,2012,12938,15.8,33,54.0
113,2012,31891,11.9,7,39.0
173,2012,6753,5.5,7,53.0
358,2012,17755,18.8,28,54.0
121,2012,20580,18.9,18,48.0
325,2012,18529,16.6,37,48.0
135,2012,17713,13.0,10,58.0
270,2012,22193,24.5,23,
148,2012,23280,16.3,6,56.0
149,2012,7326,4.6,5,51.0
1057,2012,50657,21.4,9,47.0
288,2012,12050,14.8,28,55.0
56,2012,23977,24.4,4,
219,2012,24313,9.2,17,53.0
239,2012,37917,27.6,16,31.0
151,2012,25028,16.2,33,48.0
1058,2012,27756,14.8,17,63.0
192,2012,28856,42.0,19,54.0
143,2012,15286,5.7,14,50.0
1059,2012,20488,22.1,10,58.0
274,2012,29787,18.9,28,54.0
152,2012,38309,25.9,33,47.0
253,2012,11628,15.3,25,60.0
378,2012,17581,21.5,11,56.0
198,2012,9990,5.0,18,27.0
137,2012,81402,14.6,4,48.0
248,2012,19262,15.9,10,56.0
163,2012,31861,9.3,15,60.0
212,2012,18815,13.6,30,52.0
91,2012,27139,18.8,18,
183,2012,29991,17.4,11,44.0
213,2012,36733,26.3,15,60.0
427,2012,10901,18.3,13,59.0
1055,2012,12062,14.6,21,30.0
162,2012,28327,38.9,12,58.0
1049,2012,26467,31.2,16,52.0
226,2012,20851,20.7,27,50.0
306,2012,11623,11.1,12,60.0
271,2012,14290,7.9,2,
376,2012,10015,7.1,28,51.0
469,2012,10930,59.1,12,54.0
333,2012,13216,17.4,19,54.0
216,2012,25294,24.6,16,26.0
251,2012,15626,18.9,48,56.0
264,2012,14541,13.4,35,54.0
446,2012,6631,12.0,26,37.0
5,2013,2243,6.9,27,33.0
3,2013,15596,7.8,22,42.0
7,2013,19919,11.6,34,46.0
1,2013,20152,8.9,25,
2,2013,11074,9.0,33,37.0
6,2013,7929,8.4,27,45.0
4,2013,18812,11.8,34,46.0
28,2013,15060,11.7,51,37.0
10,2013,36186,16.4,15,50.0
11,2013,14221,6.9,21,42.0
8,2013,11751,4.4,20,50.0
1025,2013,18178,14.7,37,31.0
19,2013,38206,10.3,15,52.0
9,2013,25055,5.9,28,
13,2013,20376,6.5,20,51.0
15,2013,15128,3.6,23,50.0
31,2013,26607,10.7,46,56.0
12,2013,21424,10.2,19,48.0
33,2013,18334,13.8,15,48.0
1026,2013,41786,9.0,16,48.0
35,2013,66198,19.5,15,
43,2013,11885,13.1,35,39.0
27,2013,15172,4.8,17,49.0
1027,2013,44020,11.8,13,53.0
87,2013,19967,20.1,26,31.0
30,2013,49427,17.4,9,51.0
14,2013,26199,5.7,10,
118,2013,40128,23.7,35,55.0
104,2013,31592,15.5,34,49.0
67,2013,50152,17.6,25,54.0
1056,2013,39655,10.8,11,51.0
60,2013,25774,14.1,36,58.0
1028,2013,42727,18.7,20,47.0
41,2013,31326,13.7,23,56.0
40,2013,22020,27.3,11,52.0
158,2013,19835,17.6,38,53.0
107,2013,14604,19.2,35,52.0
20,2013,27233,6.5,11,48.0
1032,2013,9666,10.5,54,27.0
23,2013,42056,6.8,19,55.0
70,2013,7774,11.5,22,70.0
36,2013,26518,7.3,8,58.0
45,2013,35364,13.9,13,54.0
1029,2013,12528,5.7,17,
111,2013,40148,8.3,14,
1033,2013,46825,18.0,13,52.0
1035,2013,35691,15.5,13,62.0
76,2013,34938,15.3,34,52.0
187,2013,3055,10.1,4,20.0
66,2013,8653,10.1,19,
114,2013,39763,13.7,10,32.0
1037,2013,51462,13.4,12,49.0
62,2013,24789,8.6,17,58.0
17,2013,22809,5.6,7,
44,2013,36534,12.9,20,52.0
1040,2013,21394,11.4,37,61.0
1048,2013,42503,41.9,18,54.0
75,2013,26389,13.9,10,
1030,2013,2400,7.9,20,46.0
1046,2013,44501,12.4,12,46.0
94,2013,41868,20.2,28,57.0
61,2013,2429,4.8,30,18.0
85,2013,21222,17.1,10,59.0
292,2013,11385,23.8,36,
1041,2013,34718,32.7,27,53.0
99,2013,30779,15.4,7,59.0
134,2013,9027,10.0,9,20.0
1045,2013,39256,18.1,22,42.0
170,2013,25581,25.6,12,51.0
1051,2013,9248,17.0,21,56.0
121,2013,20580,18.9,18,48.0
1034,2013,56959,13.0,11,49.0
98,2013,17906,14.0,25,53.0
57,2013,6333,9.0,26,44.0
1036,2013,26485,5.8,10,51.0
276,2013,15920,19.4,25,26.0
1042,2013,28881,24.5,17,55.0
81,2013,12338,4.5,18,56.0
265,2013,15489,15.7,24,54.0
1050,2013,27862,8.7,18,48.0
125,2013,28251,11.5,15,
130,2013,24570,14.4,11,53.0
139,2013,38264,20.3,25,57.0
152,2013,38309,25.9,33,47.0
151,2013,25028,16.2,33,48.0
86,2013,10410,10.0,14,54.0
145,2013,23823,19.3,15,53.0
133,2013,24556,25.6,12,52.0
88,2013,26583,6.5,19,57.0
46,2013,29325,16.1,8,45.0
1087,2013,27603,15.0,17,
141,2013,32166,34.1,9,57.0
123,2013,44750,15.7,15,51.0
112,2013,11829,13.8,10,44.0
47,2013,26614,16.1,16,52.0
68,2013,31331,8.4,9,48.0
50,2013,36429,12.7,8,52.0
160,2013,29987,52.5,16,
171,2013,50882,40.5,36,56.0
1044,2013,37032,17.3,8,51.0
53,2013,9390,4.5,26,49.0
78,2013,9259,6.4,17,48.0
90,2013,35565,31.5,20,33.0
131,2013,25266,18.2,12,57.0
59,2013,12161,3.6,10,52.0
324,2013,8338,12.7,47,56.0
89,2013,23505,15.1,6,66.0
1039,2013,15521,18.0,25,57.0
179,2013,23311,15.5,31,50.0
191,2013,12001,17.4,35,54.0
268,2013,20040,12.1,18,53.0
354,2013,8176,16.0,14,19.0
251,2013,15626,18.9,48,56.0
127,2013,23895,13.6,14,54.0
188,2013,31715,23.7,8,62.0
84,2013,23845,10.2,12,52.0
542,2013,8747,15.9,37,57.0
97,2013,30144,15.0,27,54.0
108,2013,36299,21.6,23,55.0
165,2013,17404,22.7,1,53.0
55,2013,50095,18.7,9,54.0
203,2013,17916,10.2,22,53.0
58,2013,6178,6.6,16,47.0
325,2013,18529,16.6,37,48.0
135,2013,17713,13.0,10,58.0
161,2013,33062,39.3,20,58.0
117,2013,9586,7.3,13,13.0
93,2013,27545,4.1,19,67.0
195,2013,11964,13.1,22,
150,2013,20925,13.5,29,53.0
65,2013,15668,15.0,39,61.0
1052,2013,62468,13.6,13,53.0
113,2013,31891,11.9,7,39.0
38,2013,25674,16.9,9,45.0
22,2013,17612,10.7,5,55.0
79,2013,17200,5.0,7,25.0
142,2013,22616,16.0,29,57.0
1055,2013,12062,14.6,21,30.0
148,2013,23280,16.3,6,56.0
157,2013,12551,17.3,24,54.0
154,2013,27703,14.7,21,58.0
1049,2013,26467,31.2,16,52.0
450,2013,11512,14.9,33,52.0
215,2013,14260,14.0,40,52.0
32,2013,23144,7.8,9,31.0
80,2013,83236,29.9,9,50.0
198,2013,9990,5.0,18,27.0
333,2013,13216,17.4,19,54.0
216,2013,25294,24.6,16,26.0
202,2013,14708,22.5,14,54.0
358,2013,17755,18.8,28,54.0
239,2013,37917,27.6,16,31.0
223,2013,20626,22.0,12,51.0
1057,2013,50657,21.4,9,47.0
173,2013,6753,5.5,7,53.0
56,2013,23977,24.4,4,
146,2013,25295,16.4,23,54.0
137,2013,81402,14.6,4,48.0
274,2013,29787,18.9,28,54.0
105,2013,21908,10.9,24,50.0
206,2013,34651,20.5,25,67.0
192,2013,28856,42.0,19,54.0
248,2013,19262,15.9,10,56.0
1058,2013,27756,14.8,17,63.0
147,2013,16306,22.8,23,44.0
181,2013,20541,12.0,16,56.0
132,2013,27526,11.6,11,52.0
463,2013,2218,8.0,14,49.0
119,2013,32474,70.4,13,55.0
212,2013,18815,13.6,30,52.0
213,2013,36733,26.3,15,60.0
126,2013,15408,8.5,14,53.0
244,2013,6671,15.0,16,30.0
277,2013,12938,15.8,33,54.0
341,2013,20771,30.1,26,48.0
351,2013,14992,14.7,28,58.0
288,2013,12050,14.8,28,55.0
222,2013,16130,12.1,13,
230,2013,20174,15.2,29,50.0
376,2013,10015,7.1,28,51.0
122,2013,24774,11.6,14,
365,2013,5287,18.2,12,26.0
219,2013,24313,9.2,17,53.0
1038,2013,7867,11.8,7,54.0
270,2013,22193,24.5,23,
446,2013,6631,12.0,26,37.0
226,2013,20851,20.7,27,50.0
149,2013,7326,4.6,5,51.0
331,2013,12346,30.3,16,56.0
183,2013,29991,17.4,11,44.0
1060,2013,13855,19.4,4,35.0
143,2013,15286,5.7,14,50.0
264,2013,14541,13.4,35,54.0
378,2013,17581,21.5,11,56.0
1062,2013,25668,19.0,19,47.0
163,2013,31861,9.3,15,60.0
625,2013,9454,17.2,38,55.0
5,2014,2243,6.9,27,33.0
1,2014,20152,8.9,25,
7,2014,19919,11.6,34,46.0
3,2014,15596,7.8,22,42.0
2,2014,11074,9.0,33,37.0
6,2014,7929,8.4,27,45.0
4,2014,18812,11.8,34,46.0
10,2014,36186,16.4,15,50.0
11,2014,14221,6.9,21,42.0
28,2014,15060,11.7,51,37.0
8,2014,11751,4.4,20,50.0
19,2014,38206,10.3,15,52.0
9,2014,25055,5.9,28,
1025,2014,18178,14.7,37,31.0
15,2014,15128,3.6,23,50.0
13,2014,20376,6.5,20,51.0
27,2014,15172,4.8,17,49.0
1026,2014,41786,9.0,16,48.0
12,2014,21424,10.2,19,48.0
35,2014,66198,19.5,15,
31,2014,26607,10.7,46,56.0
33,2014,18334,13.8,15,48.0
14,2014,26199,5.7,10,
43,2014,11885,13.1,35,39.0
1027,2014,44020,11.8,13,53.0
104,2014,31592,15.5,34,49.0
30,2014,49427,17.4,9,51.0
87,2014,19967,20.1,26,31.0
1028,2014,42727,18.7,20,47.0
1056,2014,39655,10.8,11,51.0
67,2014,50152,17.6,25,54.0
40,2014,22020,27.3,11,52.0
118,2014,40128,23.7,35,55.0
41,2014,31326,13.7,23,56.0
70,2014,7774,11.5,22,70.0
1032,2014,9666,10.5,54,27.0
1040,2014,21394,11.4,37,61.0
60,2014,25774,14.1,36,58.0
23,2014,42056,6.8,19,55.0
20,2014,27233,6.5,11,48.0
1029,2014,12528,5.7,17,
158,2014,19835,17.6,38,53.0
75,2014,26389,13.9,10,
111,2014,40148,8.3,14,
1033,2014,46825,18.0,13,52.0
36,2014,26518,7.3,8,58.0
107,2014,14604,19.2,35,52.0
1046,2014,44501,12.4,12,46.0
62,2014,24789,8.6,17,58.0
114,2014,39763,13.7,10,32.0
66,2014,8653,10.1,19,
17,2014,22809,5.6,7,
45,2014,35364,13.9,13,54.0
1035,2014,35691,15.5,13,62.0
134,2014,9027,10.0,9,20.0
292,2014,11385,23.8,36,
76,2014,34938,15.3,34,52.0
1037,2014,51462,13.4,12,49.0
187,2014,3055,10.1,4,20.0
1048,2014,42503,41.9,18,54.0
1045,2014,39256,18.1,22,42.0
1041,2014,34718,32.7,27,53.0
170,2014,25581,25.6,12,51.0
57,2014,6333,9.0,26,44.0
1030,2014,2400,7.9,20,46.0
85,2014,21222,17.1,10,59.0
1042,2014,28881,24.5,17,55.0
276,2014,15920,19.4,25,26.0
44,2014,36534,12.9,20,52.0
61,2014,2429,4.8,30,18.0
94,2014,41868,20.2,28,57.0
121,2014,20580,18.9,18,48.0
157,2014,12551,17.3,24,54.0
99,2014,30779,15.4,7,59.0
151,2014,25028,16.2,33,48.0
1051,2014,9248,17.0,21,56.0
1036,2014,26485,5.8,10,51.0
98,2014,17906,14.0,25,53.0
265,2014,15489,15.7,24,54.0
81,2014,12338,4.5,18,56.0
86,2014,10410,10.0,14,54.0
123,2014,44750,15.7,15,51.0
130,2014,24570,14.4,11,53.0
141,2014,32166,34.1,9,57.0
161,2014,33062,39.3,20,58.0
90,2014,35565,31.5,20,33.0
78,2014,9259,6.4,17,48.0
59,2014,12161,3.6,10,52.0
112,2014,11829,13.8,10,44.0
171,2014,50882,40.5,36,56.0
145,2014,23823,19.3,15,53.0
47,2014,26614,16.1,16,52.0
160,2014,29987,52.5,16,
53,2014,9390,4.5,26,49.0
1050,2014,27862,8.7,18,48.0
46,2014,29325,16.1,8,45.0
251,2014,15626,18.9,48,56.0
133,2014,24556,25.6,12,52.0
89,2014,23505,15.1,6,66.0
542,2014,8747,15.9,37,57.0
1044,2014,37032,17.3,8,51.0
188,2014,31715,23.7,8,62.0
50,2014,36429,12.7,8,52.0
354,2014,8176,16.0,14,19.0
139,2014,38264,20.3,25,57.0
68,2014,31331,8.4,9,48.0
203,2014,17916,10.2,22,53.0
108,2014,36299,21.6,23,55.0
131,2014,25266,18.2,12,57.0
179,2014,23311,15.5,31,50.0
84,2014,23845,10.2,12,52.0
1087,2014,27603,15.0,17,
215,2014,14260,14.0,40,52.0
152,2014,38309,25.9,33,47.0
1055,2014,12062,14.6,21,30.0
198,2014,9990,5.0,18,27.0
142,2014,22616,16.0,29,57.0
324,2014,8338,12.7,47,56.0
191,2014,12001,17.4,35,54.0
88,2014,26583,6.5,19,57.0
125,2014,28251,11.5,15,
65,2014,15668,15.0,39,61.0
117,2014,9586,7.3,13,13.0
58,2014,6178,6.6,16,47.0
268,2014,20040,12.1,18,53.0
55,2014,50095,18.7,9,54.0
239,2014,37917,27.6,16,31.0
1039,2014,15521,18.0,25,57.0
135,2014,17713,13.0,10,58.0
1052,2014,62468,13.6,13,53.0
195,2014,11964,13.1,22,
1034,2014,56959,13.0,11,49.0
333,2014,13216,17.4,19,54.0
165,2014,17404,22.7,1,53.0
450,2014,11512,14.9,33,52.0
127,2014,23895,13.6,14,54.0
365,2014,5287,18.2,12,26.0
154,2014,27703,14.7,21,58.0
325,2014,18529,16.6,37,48.0
113,2014,31891,11.9,7,39.0
38,2014,25674,16.9,9,45.0
32,2014,23144,7.8,9,31.0
148,2014,23280,16.3,6,56.0
80,2014,83236,29.9,9,50.0
150,2014,20925,13.5,29,53.0
223,2014,20626,22.0,12,51.0
358,2014,17755,18.8,28,54.0
79,2014,17200,5.0,7,25.0
93,2014,27545,4.1,19,67.0
1049,2014,26467,31.2,16,52.0
146,2014,25295,16.4,23,54.0
216,2014,25294,24.6,16,26.0
222,2014,16130,12.1,13,
463,2014,2218,8.0,14,49.0
202,2014,14708,22.5,14,54.0
97,2014,30144,15.0,27,54.0
1057,2014,50657,21.4,9,47.0
126,2014,15408,8.5,14,53.0
270,2014,22193,24.5,23,
132,2014,27526,11.6,11,52.0
264,2014,14541,13.4,35,54.0
237,2014,5495,12.6,22,55.0
427,2014,10901,18.3,13,59.0
331,2014,12346,30.3,16,56.0
274,2014,29787,18.9,28,54.0
226,2014,20851,20.7,27,50.0
212,2014,18815,13.6,30,52.0
446,2014,6631,12.0,26,37.0
206,2014,34651,20.5,25,67.0
192,2014,28856,42.0,19,54.0
173,2014,6753,5.5,7,53.0
248,2014,19262,15.9,10,56.0
351,2014,14992,14.7,28,58.0
1062,2014,25668,19.0,19,47.0
144,2014,23819,26.1,32,54.0
1058,2014,27756,14.8,17,63.0
105,2014,21908,10.9,24,50.0
149,2014,7326,4.6,5,51.0
244,2014,6671,15.0,16,30.0
119,2014,32474,70.4,13,55.0
183,2014,29991,17.4,11,44.0
319,2014,18539,15.1,26,50.0
143,2014,15286,5.7,14,50.0
91,2014,27139,18.8,18,
213,2014,36733,26.3,15,60.0
277,2014,12938,15.8,33,54.0
147,2014,16306,22.8,23,44.0
122,2014,24774,11.6,14,
22,2014,17612,10.7,5,55.0
219,2014,24313,9.2,17,53.0
100,2014,1283,5.6,22,28.0
181,2014,20541,12.0,16,56.0
288,2014,12050,14.8,28,55.0
253,2014,11628,15.3,25,60.0
854,2014,4408,13.7,26,34.0
230,2014,20174,15.2,29,50.0
904,2014,11506,25.0,7,50.0
56,2014,23977,24.4,4,
5,2015,2243,6.9,27,33.0
1,2015,20152,8.9,25,
7,2015,19919,11.6,34,46.0
